window_center,caused_node,causing_node,fevd_share,method,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence
223200.0,curve_3pool,busd_binance,0.10468993570623902,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
223200.0,curve_3pool,curve_3pool,0.8599925002891735,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
309600.0,usdt_binance,usdt_binance,0.024728727822816918,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
309600.0,usdt_binance,busd_binance,0.1616310733889092,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
309600.0,usdt_binance,curve_3pool,0.8136401987882739,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
309600.0,busd_binance,usdt_binance,0.03110194078192624,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
309600.0,busd_binance,busd_binance,0.13362907927169543,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
309600.0,busd_binance,curve_3pool,0.8352689799463784,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
309600.0,curve_3pool,usdt_binance,0.03810283183184653,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
309600.0,curve_3pool,busd_binance,0.11239858386917807,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
309600.0,curve_3pool,curve_3pool,0.8494985842989755,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
396000.0,usdt_binance,usdt_binance,0.026651304455304194,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
396000.0,usdt_binance,busd_binance,0.16562025517833123,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
396000.0,usdt_binance,curve_3pool,0.8077284403663645,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
396000.0,busd_binance,usdt_binance,0.032630769129817605,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
396000.0,busd_binance,busd_binance,0.14140810702696627,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
396000.0,busd_binance,curve_3pool,0.8259611238432162,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
396000.0,curve_3pool,usdt_binance,0.039135916798609914,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
396000.0,curve_3pool,busd_binance,0.12231687453516557,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
396000.0,curve_3pool,curve_3pool,0.8385472086662245,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
482400.0,usdt_binance,usdt_binance,0.028655325509180624,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
482400.0,usdt_binance,busd_binance,0.1707296124783483,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
482400.0,usdt_binance,curve_3pool,0.8006150620124712,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
482400.0,busd_binance,usdt_binance,0.03342889546370777,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
482400.0,busd_binance,busd_binance,0.15053179901905808,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
482400.0,busd_binance,curve_3pool,0.8160393055172342,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
482400.0,curve_3pool,usdt_binance,0.038369279533585876,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
482400.0,curve_3pool,busd_binance,0.1344276896517728,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
482400.0,curve_3pool,curve_3pool,0.8272030308146414,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
568800.0,usdt_binance,usdt_binance,0.010793215143479624,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
568800.0,usdt_binance,busd_binance,0.23513725244691625,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
568800.0,usdt_binance,curve_3pool,0.7540695324096041,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
568800.0,busd_binance,usdt_binance,0.0645775461120267,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
568800.0,busd_binance,busd_binance,0.17910089358015177,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
568800.0,busd_binance,curve_3pool,0.7563215603078214,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
568800.0,curve_3pool,usdt_binance,0.08999048871253328,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
568800.0,curve_3pool,busd_binance,0.15802543655413706,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
568800.0,curve_3pool,curve_3pool,0.7519840747333296,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
655200.0,usdt_binance,usdt_binance,0.03518819342666231,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
655200.0,usdt_binance,busd_binance,0.25563173822051544,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
655200.0,usdt_binance,curve_3pool,0.7091800683528223,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
655200.0,busd_binance,usdt_binance,0.10572197136984439,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
655200.0,busd_binance,busd_binance,0.171387462285172,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
655200.0,busd_binance,curve_3pool,0.7228905663449836,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
655200.0,curve_3pool,usdt_binance,0.1330829243474509,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
655200.0,curve_3pool,busd_binance,0.13763757156462836,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
655200.0,curve_3pool,curve_3pool,0.7292795040879209,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
741600.0,usdt_binance,usdt_binance,0.0322979968614319,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
741600.0,usdt_binance,busd_binance,0.16541445765083748,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
741600.0,usdt_binance,curve_3pool,0.8022875454877306,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
741600.0,busd_binance,usdt_binance,0.040965291523016756,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
741600.0,busd_binance,busd_binance,0.18255382252636987,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
741600.0,busd_binance,curve_3pool,0.7764808859506133,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
741600.0,curve_3pool,usdt_binance,0.04993759485552178,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
741600.0,curve_3pool,busd_binance,0.19772142473937412,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
741600.0,curve_3pool,curve_3pool,0.7523409804051039,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
828000.0,usdt_binance,usdt_binance,0.03549793438146519,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
828000.0,usdt_binance,busd_binance,0.15991488320859612,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
828000.0,usdt_binance,curve_3pool,0.8045871824099389,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
828000.0,busd_binance,usdt_binance,0.042936666033518804,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
828000.0,busd_binance,busd_binance,0.19593075074900324,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
828000.0,busd_binance,curve_3pool,0.7611325832174781,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
828000.0,curve_3pool,usdt_binance,0.050695835143117575,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
828000.0,curve_3pool,busd_binance,0.22997178665332577,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
828000.0,curve_3pool,curve_3pool,0.7193323782035569,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
914400.0,usdt_binance,usdt_binance,0.03657816133241867,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
914400.0,usdt_binance,busd_binance,0.11200236330001989,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
914400.0,usdt_binance,curve_3pool,0.8514194753675616,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
914400.0,busd_binance,usdt_binance,0.040746080835038494,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
914400.0,busd_binance,busd_binance,0.1310513292913178,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
914400.0,busd_binance,curve_3pool,0.8282025898736436,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
