window_center,caused_node,causing_node,fevd_share,method,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason
993600.0,busd_binance,busd_binance,0.8736835054383165,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1080000.0,usdt_binance,usdt_binance,0.005486746737285784,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1080000.0,usdt_binance,busd_binance,0.9945132532627141,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1080000.0,busd_binance,usdt_binance,0.006614939085850389,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1080000.0,busd_binance,busd_binance,0.9933850609141495,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1166400.0,usdt_binance,usdt_binance,0.0009688920098997911,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1166400.0,usdt_binance,busd_binance,0.9990311079901002,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1166400.0,busd_binance,usdt_binance,0.010784239219461271,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1166400.0,busd_binance,busd_binance,0.9892157607805387,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1252800.0,usdt_binance,usdt_binance,0.0007135029937673079,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1252800.0,usdt_binance,busd_binance,0.999286497006233,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1252800.0,busd_binance,usdt_binance,0.005479925361872833,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1252800.0,busd_binance,busd_binance,0.9945200746381273,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1339200.0,usdt_binance,usdt_binance,0.0001392811558974089,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1339200.0,usdt_binance,busd_binance,0.9998607188441025,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1339200.0,busd_binance,usdt_binance,0.008736044619311599,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1339200.0,busd_binance,busd_binance,0.9912639553806886,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1425600.0,usdt_binance,usdt_binance,0.0037399770850098314,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1425600.0,usdt_binance,busd_binance,0.9962600229149904,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1425600.0,busd_binance,usdt_binance,0.006216839137820094,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1425600.0,busd_binance,busd_binance,0.9937831608621799,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1512000.0,usdt_binance,usdt_binance,0.004599267239172182,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1512000.0,usdt_binance,busd_binance,0.9954007327608279,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1512000.0,busd_binance,usdt_binance,0.00741881005006609,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1512000.0,busd_binance,busd_binance,0.992581189949934,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1598400.0,usdt_binance,usdt_binance,0.015201887031554895,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1598400.0,usdt_binance,busd_binance,0.9847981129684452,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1598400.0,busd_binance,usdt_binance,0.011310159114458318,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1598400.0,busd_binance,busd_binance,0.9886898408855418,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1684800.0,usdt_binance,usdt_binance,0.00007161644041896661,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1684800.0,usdt_binance,busd_binance,0.9999283835595811,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1684800.0,busd_binance,usdt_binance,0.0004206186473313688,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1684800.0,busd_binance,busd_binance,0.9995793813526688,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1771200.0,usdt_binance,usdt_binance,0.004274211933913755,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1771200.0,usdt_binance,busd_binance,0.9957257880660864,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1771200.0,busd_binance,usdt_binance,0.0023937034643623676,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
1771200.0,busd_binance,busd_binance,0.9976062965356377,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language."
